event,year,game,is_Bonus,is_TASBot,has_Incentive,has_Goal,developer,publisher,initial_release_year,initial_consoles,initial_consoles_clean,initial_generation,metascore,user_score,was_on_PC
SGDQ,2017,E.V.O.: Search for Eden,0,0,0,0,Almanic,Enix,1992,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2017,Final Fantasy VII,0,0,1,1,Square,Sony Computer Entertainment,1997,PlayStation,PlayStation,5,N/A,N/A,0
SGDQ,2017,Freedom Planet,0,0,0,0,GalaxyTrail,GalaxyTrail,2014,Windows,PC,Various,84,8.5,1
SGDQ,2017,Ghosts'n Demons,0,0,0,0,BonusJZ,BonusJZ,2015,Windows,PC,Various,N/A,N/A,1
SGDQ,2017,G.I. Joe: The Atlantis Factor,0,0,0,0,KID,Capcom,1992,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2017,Guacamelee! Gold Edition,0,0,0,0,DrinkBox Studios,DrinkBox Studios,2013,"Windows, macOS, Linux",PC,Various,88,8.5,1
SGDQ,2017,Half-Life,0,0,0,0,Valve,Sierra Studios,1998,Windows,PC,Various,96,9.1,1
SGDQ,2017,Half-Life 2,0,0,0,0,Valve,Valve,2004,Windows,PC,Various,96,9.2,1
SGDQ,2017,Halo: Combat Evolved,0,0,0,0,Bungie,Microsoft Game Studios,2001,Xbox,Xbox,6,97,8.8,0
SGDQ,2017,Hammerin' Harry,0,0,0,0,Irem,Irem,1990,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2017,Hollow Knight,0,0,0,0,Team Cherry,Team Cherry,2017,"Windows, macOS, Linux",PC,Various,87,8.9,1
SGDQ,2017,I Am Bread,0,0,0,0,Bossa Studios,Bossa Studios,2015,"Windows, macOS",PC,Various,60,6.5,1
SGDQ,2017,Jackal,0,0,0,0,Konami,Konami,1986,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2017,Jak II,0,0,0,0,Naughty Dog,Sony Computer Entertainment,2003,PlayStation 2,PS2,6,87,8.5,0
SGDQ,2017,Jet Set Radio Future,0,0,0,0,Smilebit,Sega,2002,Xbox,Xbox,6,88,8.8,0
SGDQ,2017,Kero Blaster,0,0,0,0,Studio Pixel,Playism,2014,"Windows, iOS",PC,Various,N/A,N/A,1
SGDQ,2017,Kingdom Hearts II Final Mix,0,0,1,1,Square Enix,Square Enix,2007,PlayStation 2,PS2,6,N/A,N/A,0
SGDQ,2017,Kirby: Planet Robobot,0,0,0,0,HAL Laboratory,Nintendo,2016,Nintendo 3DS,Nintendo 3DS,7,81,8.6,0
SGDQ,2017,Kirby's Dream Land 2,0,0,0,0,HAL Laboratory,Nintendo,1995,Game Boy,Game Boy,3,N/A,N/A,0
SGDQ,2017,Knytt Stories,0,0,0,0,Nifflas,Nifflas,2007,Windows,PC,Various,N/A,N/A,1
SGDQ,2017,Kyatto Ninden Teyandee,0,0,0,0,Tecmo,Tecmo,1991,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2017,Luigi's Mansion,0,0,0,0,Nintendo EAD,Nintendo,2001,GameCube,GameCube,6,78,8.1,0
SGDQ,2017,Marathon Infinity,0,0,0,0,Bungie,Bungie,1996,macOS,PC,Various,N/A,N/A,1
SGDQ,2017,Marble Madness,0,0,0,0,Atari Games,Atari Games,1984,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2017,Mario Kart 64,0,0,0,0,Nintendo EAD,Nintendo,1996,Nintendo 64,N64,5,83,8.5,0
SGDQ,2017,Mario Kart Wii,0,0,0,0,Nintendo EAD,Nintendo,2008,Wii,Wii,7,82,8.9,0
SGDQ,2017,MDK,0,0,0,0,Shiny Entertainment,Playmates Interactive,1997,Windows,PC,Various,89,8.5,1
SGDQ,2017,Mega Man 4,0,0,0,0,Capcom,Capcom,1991,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2017,Mega Man X,1,0,1,1,Capcom,Capcom,1993,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2017,Mega Man X2,0,0,0,0,Capcom,Capcom,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2017,Mega Man X3,0,0,0,0,Capcom,Capcom,1995,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2017,Mega Man X6,0,0,0,0,Capcom,Capcom,2001,PlayStation,PlayStation,5,N/A,N/A,0
SGDQ,2017,Metroid Fusion,0,0,1,0,Nintendo R&D1,Nintendo,2002,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
SGDQ,2017,Metroid Prime,0,0,1,0,Retro Studios,Nintendo,2002,GameCube,GameCube,6,97,9.3,0
SGDQ,2017,Might and Magic VI: The Mandate of Heaven,0,0,1,0,New World Computing,3DO,1998,Windows,PC,Various,85,8.8,1
SGDQ,2017,Mirror's Edge,0,0,0,0,DICE,Electronic Arts,2008,"PlayStation 3, Xbox 360","PS3, Xbox 360",7,81,7.5,0
SGDQ,2017,Mirror's Edge Catalyst,0,0,1,1,DICE,Electronic Arts,2016,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,70,5.9,1
SGDQ,2017,NieR: Automata,0,0,1,1,PlatinumGames,Square Enix,2017,PlayStation 4,PS4,8,88,8.9,0
SGDQ,2017,Ninja Gaiden 3,0,0,0,0,Team Ninja,Tecmo,2012,"PlayStation 3, Xbox 360","PS3, Xbox 360",7,58,5.8,0
SGDQ,2017,Ninja Gaiden (Sega Master System),0,0,0,0,Sega,Sega,1992,Sega Master System,Sega Master System,3,N/A,N/A,0
SGDQ,2017,Okami HD,0,0,0,0,Clover Studio,Capcom,2012,PlayStation 3,PS3,7,90,8.8,0
SGDQ,2017,OmniBus,0,0,1,0,Buddy Cops,Devolver Digital,2016,"Windows, macOS, Linux",PC,Various,62,6.5,1
SGDQ,2017,Onimusha: Warlords,0,0,1,1,Capcom,Capcom,2001,PlayStation 2,PS2,6,86,8.5,0
SGDQ,2017,Plok,0,0,0,0,Software Creations,Tradewest,1993,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2017,Poi,0,0,0,0,PolyKid,PolyKid,2017,"Windows, macOS, Linux",PC,Various,75,7,1
SGDQ,2017,Pok̩mon HeartGold/SoulSilver,0,0,0,0,Game Freak,Nintendo,2009,Nintendo DS,Nintendo DS,6,87,9.1,0
SGDQ,2017,Pokemon Puzzle League,0,0,1,1,Nintendo Software Technology,Nintendo,2000,Nintendo 64,N64,5,81,8,0
SGDQ,2017,Portal,0,0,0,0,Valve,Valve,2007,"Windows, Xbox 360","PC, Xbox 360",7,90,9.2,1
SGDQ,2017,Portal 2,1,0,1,1,Valve,Valve,2011,"Windows, PlayStation 3, Xbox 360","PC, PS3, Xbox 360",7,95,9.4,1
SGDQ,2017,Prince of Persia: The Sands of Time,0,0,0,0,Ubisoft Montreal,Ubisoft,2003,"PlayStation 2, Xbox, GameCube","PS2, Xbox, GameCube",6,92,8.9,0
SGDQ,2017,Ratchet & Clank,0,0,1,1,Insomniac Games,Sony Computer Entertainment,2002,PlayStation 2,PS2,6,88,8.6,0
SGDQ,2017,Resident Evil,0,0,1,0,Capcom,Capcom,1996,PlayStation,PlayStation,5,91,8.9,0
SGDQ,2017,Resident Evil: Code: Veronica X,0,0,0,0,Capcom,Capcom,2001,"PlayStation 2, Dreamcast","PS2, Dreamcast",6,84,8.5,0
SGDQ,2017,Rise of The Triad,0,0,0,0,Nightdive Studios,Apogee Entertainment,2023,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,83,7.2,1
SGDQ,2017,Rosenkreuzstilette Freudenstachel,0,0,0,0,[erka:es],Active Gaming Media,2017,PC,PC,Various,N/A,6.3,1
SGDQ,2017,Shadow Complex Remastered,0,0,1,1,Chair Entertainment,Epic Games,2015,"PC, PS4, Xbox One","PC, PS4, Xbox One",8,82,7.8,1
SGDQ,2017,Shadow of The Colossus,0,0,0,0,Team Ico,Sony Computer Entertainment,2005,PlayStation 2,PS2,6,91,9.1,0
SGDQ,2017,Shantae: Half-Genie Hero,0,0,0,0,WayForward,Xseed Games,2016,"PS4, Vita, Wii U, PC","PS4, Playstation Vita, Wii U, PC",8,80,7.8,1
SGDQ,2017,Shovel Knight: Specter of Torment,1,0,1,1,Yacht Club Games,Yacht Club Games,2017,"Switch, PC","Switch, PC",9,82,8.2,1
SGDQ,2017,Shuriken,0,0,0,0,rxi,N/A,2016,PC,PC,Various,N/A,N/A,1
SGDQ,2017,Silent Hill 2,0,0,1,1,Konami,Konami,2001,PlayStation 2,PS2,6,89,9,0
SGDQ,2017,Sonic CD 2011,0,0,1,1,Sonic Team,Sega,2011,"PS3, Xbox 360, PC","PS3, Xbox 360, PC",7,82,7.8,1
SGDQ,2017,Sonic Colours,0,0,0,0,Sonic Team,Sega,2010,Wii,Wii,7,78,8.4,0
SGDQ,2017,Sonic Generations,0,0,1,1,Sonic Team,Sega,2011,"PS3, Xbox 360, PC","PS3, Xbox 360, PC",7,77,8.2,1
SGDQ,2017,Splasher,0,0,0,0,Splashteam,Playdius,2017,PC,PC,Various,81,7.9,1
SGDQ,2017,Spyro: Year of the Dragon,0,0,0,0,Insomniac Games,Sony Computer Entertainment,2000,PlayStation,PlayStation,5,91,9,0
SGDQ,2017,Startropics,0,0,1,0,Nintendo R&D3,Nintendo,1990,NES,NES,3,N/A,N/A,0
SGDQ,2017,Star Wars Jedi Knight II: Jedi Outcast,0,0,1,0,Raven Software,LucasArts,2002,PC,PC,Various,89,8.9,1
SGDQ,2017,Strider (2014),0,0,0,0,Double Helix Games,Capcom,2014,"PS3, PS4, Xbox 360, Xbox One, PC","PS3, PS4, Xbox 360, Xbox One, PC",7,77,7.5,1
SGDQ,2017,Super Adventure Island 2,0,0,0,0,Hudson Soft,Hudson Soft,1994,SNES,SNES,4,N/A,N/A,0
SGDQ,2017,SUPERHOT,0,0,0,0,SUPERHOT Team,SUPERHOT Team,2016,PC,PC,Various,82,7.5,1
SGDQ,2017,Super Mario 64,0,0,0,0,Nintendo EAD,Nintendo,1996,Nintendo 64,N64,5,94,9.2,0
SGDQ,2017,Super Mario Series Warpless Relay Race,0,0,0,0,Nintendo R&D4,Nintendo,1985,NES,NES,3,N/A,N/A,0
SGDQ,2017,Super Meat Boy,0,0,0,0,Team Meat,Team Meat,2010,Xbox 360,Xbox 360,7,90,8.4,0
SGDQ,2017,Super Metroid,0,0,1,0,Nintendo R&D1,Nintendo,1994,SNES,SNES,4,N/A,N/A,0
SGDQ,2017,Super Monkey Ball Deluxe,0,0,1,1,Sega,Sega,2005,"PS2, Xbox","PS2, Xbox",6,N/A,N/A,0
SGDQ,2017,Super Panga World,0,0,0,0,PangaeaPanga,N/A,2015,SNES (ROM hack),SNES,4,N/A,N/A,0
SGDQ,2017,SUPER SPECIAL BONUS SETUP BLOCK,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SGDQ,2017,Super Win The Game,0,0,0,0,Minor Key Games,Minor Key Games,2014,PC,PC,Various,74,7.5,1
SGDQ,2017,Teenage Mutant Ninja Turtles III: Radical Rescue,0,0,0,0,Konami,Konami,1993,Game Boy,Game Boy,3,N/A,N/A,0
SGDQ,2017,Tetris: The Grand Master,0,0,1,1,Arika,Capcom,1998,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2017,Tetris: The Grand Master 3 - Terror Instinct,0,0,0,0,Arika,AQ Interactive,2005,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2017,The Addams Family: Pugsley's Scavenger Hunt,0,0,0,0,Ocean Software,Ocean Software,1993,"SNES, NES, Game Boy","SNES, NES, Game Boy",3,N/A,N/A,0
SGDQ,2017,The Elder Scrolls IV: Oblivion,0,0,0,0,Bethesda Game Studios,2K Games,2006,"PC, Xbox 360","PC, Xbox 360",7,94,8.6,1
SGDQ,2017,The Firemen,0,0,1,1,Human Entertainment,Human Entertainment,1994,SNES,SNES,4,N/A,N/A,0
SGDQ,2017,The Legend of Zelda: A Link to the Past,0,0,0,0,Nintendo EAD,Nintendo,1991,SNES,SNES,4,N/A,N/A,0
SGDQ,2017,The Legend of Zelda: Breath of the Wild,1,0,1,1,Nintendo EPD,Nintendo,2017,"Switch, Wii U","Switch, Wii U",8,97,8.7,0
SGDQ,2017,The Legend of Zelda: Link's Awakening DX,0,0,0,0,Nintendo EAD,Nintendo,1998,Game Boy Color,Game Boy Color,5,N/A,N/A,0
SGDQ,2017,The Legend of Zelda: Majora's Mask,0,0,1,1,Nintendo EAD,Nintendo,2000,Nintendo 64,N64,5,95,9.1,0
SGDQ,2017,The Legend of Zelda: Twilight Princess HD,0,0,0,0,Tantalus Media,Nintendo,2016,Wii U,Wii U,8,86,8.7,0
SGDQ,2017,The Lion King,0,0,0,0,Westwood Studios,Virgin Interactive,1994,"SNES, Genesis","SNES, Sega Genesis",4,N/A,N/A,0
SGDQ,2017,The Maitre D,0,0,1,1,Shy Spy,Shy Spy,2014,PC,PC,Various,N/A,N/A,1
SGDQ,2017,The Talos Principle,0,0,0,0,Croteam,Devolver Digital,2014,PC,PC,Various,85,8.5,1
SGDQ,2017,The Wheel of Time,0,0,1,1,Legend Entertainment,GT Interactive,1999,PC,PC,Various,83,8.5,1
SGDQ,2017,Tiny Toon Adventures: Buster Busts Loose!,0,0,0,0,Konami,Konami,1992,SNES,SNES,4,N/A,N/A,0
SGDQ,2017,Titanfall 2,0,0,1,0,Respawn Entertainment,Electronic Arts,2016,"PC, PS4, Xbox One","PC, PS4, Xbox One",8,86,8.5,1
SGDQ,2017,Tony Hawk's Pro Skater 2,0,0,0,0,Neversoft,Activision,2000,PS1,Playstation,5,98,8.9,0
SGDQ,2017,Tony Hawks Pro Skater 4,0,0,0,0,Neversoft,Activision,2002,"PS2, Xbox, GameCube","PS2, Xbox, GameCube",6,94,8.7,0
SGDQ,2017,Tryrush Deppy,0,0,1,0,Sting Entertainment,Takara,1996,Sega Saturn,Sega Saturn,5,N/A,N/A,0
SGDQ,2017,VVVVVV,0,0,0,0,Terry Cavanagh,Terry Cavanagh,2010,PC,PC,Various,81,7.9,1
SGDQ,2017,X-Men: Mutant Apocalypse,0,0,0,0,Capcom,Capcom,1994,SNES,SNES,4,N/A,N/A,0
SGDQ,2017,Ys Origin,0,0,1,1,Nihon Falcom,Nihon Falcom,2006,PC,PC,Various,80,8.2,1
SGDQ,2017,Zelda 2: The Adventure of Link,0,0,1,0,Nintendo EAD,Nintendo,1987,NES,NES,3,N/A,N/A,0
